x,y,z
83,85,-0.3403
84,85,-0.4010
85,85,-0.4435
86,85,-0.4661
87,85,-0.4684
88,85,-0.4504
89,85,-0.4130
90,85,-0.3579
91,85,-0.2875
92,85,-0.2046
93,85,-0.1128
94,85,-0.0158
95,85,0.0825
96,85,0.1779
97,85,0.2667
98,85,0.3453
99,85,0.4104
0,84,0.0033
1,84,0.1034
2,84,0.1996
3,84,0.2883
4,84,0.3659
5,84,0.4294
6,84,0.4763
7,84,0.5050
8,84,0.5143
9,84,0.5041
10,84,0.4748
11,84,0.4279
12,84,0.3653
13,84,0.2898
14,84,0.2046
15,84,0.1133
16,84,0.0199
17,84,-0.0717
18,84,-0.1574
19,84,-0.2335
20,84,-0.2965
21,84,-0.3437
22,84,-0.3725
23,84,-0.3816
24,84,-0.3699
25,84,-0.3376
26,84,-0.2852
27,84,-0.2144
28,84,-0.1275
29,84,-0.0273
30,84,0.0829
31,84,0.1991
32,84,0.3174
33,84,0.4337
34,84,0.5439
35,84,0.6443
36,84,0.7315
37,84,0.8026
38,84,0.8553
39,84,0.8881
40,84,0.9002
41,84,0.8916
42,84,0.8631
43,84,0.8163
44,84,0.7534
45,84,0.6772
46,84,0.5912
47,84,0.4989
48,84,0.4042
49,84,0.3111
50,84,0.2233
51,84,0.1444
52,84,0.0775
53,84,0.0251
54,84,-0.0108
55,84,-0.0288
56,84,-0.0287
57,84,-0.0106
58,84,0.0244
59,84,0.0745
60,84,0.1372
61,84,0.2097
62,84,0.2886
63,84,0.3701
64,84,0.4504
65,84,0.5259
66,84,0.5929
67,84,0.6481
68,84,0.6887
69,84,0.7125
70,84,0.7179
71,84,0.7041
72,84,0.6710
73,84,0.6193
74,84,0.5506
75,84,0.4671
76,84,0.3713
77,84,0.2668
78,84,0.1571
79,84,0.0462
80,84,-0.0621
81,84,-0.1637
82,84,-0.2552
83,84,-0.3331
84,84,-0.3947
85,84,-0.4380
86,84,-0.4614
87,84,-0.4643
88,84,-0.4468
89,84,-0.4100
90,84,-0.3553
91,84,-0.2852
92,84,-0.2027
93,84,-0.1112
94,84,-0.0145
95,84,0.0836
96,84,0.1789
97,84,0.2675
98,84,0.3459
99,84,0.4109
0,83,0.0038
1,83,0.1040
2,83,0.2004
3,83,0.2892
4,83,0.3669
5,83,0.4306
6,83,0.4778
7,83,0.5068
8,83,0.5164
9,83,0.5066
10,83,0.4777
11,83,0.4313
12,83,0.3693
13,83,0.2944
14,83,0.2099
15,83,0.1194
16,83,0.0269
17,83,-0.0636
18,83,-0.1482
19,83,-0.2231
20,83,-0.2848
21,83,-0.3304
22,83,-0.3577
23,83,-0.3651
24,83,-0.3516
25,83,-0.3172
26,83,-0.2628
27,83,-0.1898
28,83,-0.1005
29,83,0.0021
30,83,0.1148
31,83,0.2336
32,83,0.3545
33,83,0.4735
34,83,0.5865
35,83,0.6896
36,83,0.7795
37,83,0.8533
38,83,0.9086
39,83,0.9439
40,83,0.9584
41,83,0.9520
42,83,0.9256
43,83,0.8807
44,83,0.8195
45,83,0.7448
46,83,0.6599
47,83,0.5686
48,83,0.4747
49,83,0.3820
50,83,0.2943
51,83,0.2153
52,83,0.1479
53,83,0.0948
54,83,0.0580
55,83,0.0387
56,83,0.0374
57,83,0.0538
58,83,0.0869
59,83,0.1349
60,83,0.1954
61,83,0.2655
62,83,0.3418
63,83,0.4207
64,83,0.4984
65,83,0.5712
66,83,0.6354
67,83,0.6879
68,83,0.7258
69,83,0.7470
70,83,0.7498
71,83,0.7335
72,83,0.6979
73,83,0.6440
74,83,0.5731
75,83,0.4874
76,83,0.3897
77,83,0.2833
78,83,0.1719
79,83,0.0594
80,83,-0.0503
81,83,-0.1533
82,83,-0.2460
83,83,-0.3250
84,83,-0.3877
85,83,-0.4318
86,83,-0.4560
87,83,-0.4597
88,83,-0.4429
89,83,-0.4066
90,83,-0.3524
91,83,-0.2828
92,83,-0.2007
93,83,-0.1095
94,83,-0.0130
95,83,0.0848
96,83,0.1799
97,83,0.2684
98,83,0.3466
99,83,0.4115
0,82,0.0043
1,82,0.1046
2,82,0.2011
3,82,0.2901
4,82,0.3680
5,82,0.4320
6,82,0.4794
7,82,0.5087
8,82,0.5187
9,82,0.5093
10,82,0.4809
11,82,0.4350
12,82,0.3736
13,82,0.2995
14,82,0.2158
15,82,0.1262
16,82,0.0347
17,82,-0.0547
18,82,-0.1381
19,82,-0.2116
20,82,-0.2718
21,82,-0.3158
22,82,-0.3414
23,82,-0.3468
24,82,-0.3312
25,82,-0.2947
26,82,-0.2379
27,82,-0.1625
28,82,-0.0706
29,82,0.0347
30,82,0.1501
31,82,0.2718
32,82,0.3956
33,82,0.5176
34,82,0.6336
35,82,0.7397
36,82,0.8326
37,82,0.9093
38,82,0.9675
39,82,1.0056
40,82,1.0227
41,82,1.0189
42,82,0.9948
43,82,0.9520
44,82,0.8926
45,82,0.8196
46,82,0.7361
47,82,0.6458
48,82,0.5527
49,82,0.4604
50,82,0.3730
51,82,0.2937
52,82,0.2259
53,82,0.1721
54,82,0.1342
55,82,0.1135
56,82,0.1106
57,82,0.1251
58,82,0.1561
59,82,0.2017
60,82,0.2598
61,82,0.3272
62,82,0.4008
63,82,0.4768
64,82,0.5516
65,82,0.6213
66,82,0.6826
67,82,0.7320
68,82,0.7670
69,82,0.7852
70,82,0.7851
71,82,0.7660
72,82,0.7278
73,82,0.6713
74,82,0.5979
75,82,0.5099
76,82,0.4101
77,82,0.3016
78,82,0.1883
79,82,0.0740
80,82,-0.0373
81,82,-0.1418
82,82,-0.2359
83,82,-0.3161
84,82,-0.3799
85,82,-0.4250
86,82,-0.4502
87,82,-0.4546
88,82,-0.4385
89,82,-0.4028
90,82,-0.3492
91,82,-0.2801
92,82,-0.1983
93,82,-0.1075
94,82,-0.0113
95,82,0.0862
96,82,0.1810
97,82,0.2693
98,82,0.3474
99,82,0.4121
0,81,0.0049
1,81,0.1053
2,81,0.2020
3,81,0.2911
4,81,0.3693
5,81,0.4335
6,81,0.4812
7,81,0.5108
8,81,0.5213
9,81,0.5123
10,81,0.4845
11,81,0.4392
12,81,0.3785
13,81,0.3051
14,81,0.2223
15,81,0.1337
16,81,0.0433
17,81,-0.0449
18,81,-0.1269
19,81,-0.1989
20,81,-0.2575
21,81,-0.2997
22,81,-0.3233
23,81,-0.3266
24,81,-0.3088
25,81,-0.2699
26,81,-0.2105
27,81,-0.1324
28,81,-0.0378
29,81,0.0705
30,81,0.1890
31,81,0.3138
32,81,0.4410
33,81,0.5662
34,81,0.6855
35,81,0.7950
36,81,0.8912
37,81,0.9711
38,81,1.0325
39,81,1.0736
40,81,1.0936
41,81,1.0925
42,81,1.0710
43,81,1.0305
44,81,0.9732
45,81,0.9020
46,81,0.8200
47,81,0.7309
48,81,0.6386
49,81,0.5469
50,81,0.4596
51,81,0.3802
52,81,0.3118
53,81,0.2571
54,81,0.2181
55,81,0.1959
56,81,0.1912
57,81,0.2036
58,81,0.2323
59,81,0.2754
60,81,0.3307
61,81,0.3952
62,81,0.4657
63,81,0.5386
64,81,0.6101
65,81,0.6766
66,81,0.7345
67,81,0.7806
68,81,0.8123
69,81,0.8272
70,81,0.8240
71,81,0.8018
72,81,0.7607
73,81,0.7014
74,81,0.6253
75,81,0.5347
76,81,0.4325
77,81,0.3218
78,81,0.2064
79,81,0.0901
80,81,-0.0230
81,81,-0.1292
82,81,-0.2247
83,81,-0.3063
84,81,-0.3713
85,81,-0.4176
86,81,-0.4437
87,81,-0.4490
88,81,-0.4337
89,81,-0.3987
90,81,-0.3457
91,81,-0.2771
92,81,-0.1958
93,81,-0.1054
94,81,-0.0095
95,81,0.0877
96,81,0.1823
97,81,0.2704
98,81,0.3483
99,81,0.4128
0,80,0.0056
1,80,0.1061
2,80,0.2030
3,80,0.2923
4,80,0.3707
5,80,0.4351
6,80,0.4832
7,80,0.5132
8,80,0.5241
9,80,0.5156
10,80,0.4883
11,80,0.4437
12,80,0.3838
13,80,0.3112
14,80,0.2294
15,80,0.1419
16,80,0.0527
17,80,-0.0342
18,80,-0.1146
19,80,-0.1850
20,80,-0.2418
21,80,-0.2821
22,80,-0.3035
23,80,-0.3045
24,80,-0.2842
25,80,-0.2427
26,80,-0.1806
27,80,-0.0995
28,80,-0.0017
29,80,0.1098
30,80,0.2317
31,80,0.3599
32,80,0.4906
33,80,0.6195
34,80,0.7424
35,80,0.8555
36,80,0.9553
37,80,1.0388
38,80,1.1036
39,80,1.1481
40,80,1.1714
41,80,1.1733
42,80,1.1545
43,80,1.1165
44,80,1.0615
45,80,0.9922
46,80,0.9119
47,80,0.8241
48,80,0.7327
49,80,0.6416
50,80,0.5545
51,80,0.4749
52,80,0.4060
53,80,0.3504
54,80,0.3100
55,80,0.2862
56,80,0.2795
57,80,0.2897
58,80,0.3158
59,80,0.3561
60,80,0.4084
61,80,0.4697
62,80,0.5369
63,80,0.6063
64,80,0.6742
65,80,0.7371
66,80,0.7914
67,80,0.8339
68,80,0.8619
69,80,0.8733
70,80,0.8667
71,80,0.8411
72,80,0.7968
73,80,0.7343
74,80,0.6553
75,80,0.5619
76,80,0.4570
77,80,0.3439
78,80,0.2262
79,80,0.1078
80,80,-0.0073
81,80,-0.1153
82,80,-0.2124
83,80,-0.2956
84,80,-0.3619
85,80,-0.4094
86,80,-0.4366
87,80,-0.4429
88,80,-0.4284
89,80,-0.3941
90,80,-0.3418
91,80,-0.2738
92,80,-0.1930
93,80,-0.1030
94,80,-0.0076
95,80,0.0893
96,80,0.1837
97,80,0.2715
98,80,0.3492
99,80,0.4136
0,79,0.0063
1,79,0.1070
2,79,0.2040
3,79,0.2935
4,79,0.3722
5,79,0.4369
6,79,0.4854
7,79,0.5158
8,79,0.5271
9,79,0.5192
10,79,0.4926
11,79,0.4486
12,79,0.3895
13,79,0.3179
14,79,0.2371
15,79,0.1508
16,79,0.0629
17,79,-0.0224
18,79,-0.1013
19,79,-0.1699
20,79,-0.2247
21,79,-0.2628
22,79,-0.2819
23,79,-0.2804
24,79,-0.2575
25,79,-0.2130
26,79,-0.1478
27,79,-0.0635
28,79,0.0376
29,79,0.1527
30,79,0.2782
31,79,0.4102
32,79,0.5448
33,79,0.6775
34,79,0.8044
35,79,0.9215
36,79,1.0252
37,79,1.1126
38,79,1.1812
39,79,1.2294
40,79,1.2561
41,79,1.2613
42,79,1.2456
43,79,1.2104
44,79,1.1579
45,79,1.0907
46,79,1.0122
47,79,0.9258
48,79,0.8354
49,79,0.7449
50,79,0.6580
51,79,0.5782
52,79,0.5087
53,79,0.4520
54,79,0.4103
55,79,0.3847
56,79,0.3758
57,79,0.3835
58,79,0.4069
59,79,0.4442
60,79,0.4931
61,79,0.5510
62,79,0.6145
63,79,0.6801
64,79,0.7442
65,79,0.8031
66,79,0.8534
67,79,0.8919
68,79,0.9161
69,79,0.9236
70,79,0.9132
71,79,0.8840
72,79,0.8361
73,79,0.7702
74,79,0.6880
75,79,0.5916
76,79,0.4838
77,79,0.3680
78,79,0.2477
79,79,0.1270
80,79,0.0098
81,79,-0.1001
82,79,-0.1991
83,79,-0.2838
84,79,-0.3517
85,79,-0.4004
86,79,-0.4288
87,79,-0.4362
88,79,-0.4226
89,79,-0.3892
90,79,-0.3376
91,79,-0.2702
92,79,-0.1900
93,79,-0.1004
94,79,-0.0054
95,79,0.0911
96,79,0.1852
97,79,0.2727
98,79,0.3503
99,79,0.4145
0,78,0.0070
1,78,0.1079
2,78,0.2051
3,78,0.2949
4,78,0.3738
5,78,0.4389
6,78,0.4877
7,78,0.5185
8,78,0.5304
9,78,0.5231
10,78,0.4971
11,78,0.4540
12,78,0.3958
13,78,0.3252
14,78,0.2455
15,78,0.1605
16,78,0.0741
17,78,-0.0097
18,78,-0.0868
19,78,-0.1534
20,78,-0.2061
21,78,-0.2419
22,78,-0.2585
23,78,-0.2543
24,78,-0.2284
25,78,-0.1808
26,78,-0.1124
27,78,-0.0245
28,78,0.0803
29,78,0.1992
30,78,0.3286
31,78,0.4648
32,78,0.6035
33,78,0.7405
34,78,0.8717
35,78,0.9931
36,78,1.1011
37,78,1.1927
38,78,1.2654
39,78,1.3175
40,78,1.3480
41,78,1.3568
42,78,1.3444
43,78,1.3122
44,78,1.2624
45,78,1.1975
46,78,1.1209
47,78,1.0361
48,78,0.9468
49,78,0.8570
50,78,0.7703
51,78,0.6903
52,78,0.6201
53,78,0.5623
54,78,0.5190
55,78,0.4915
56,78,0.4803
57,78,0.4853
58,78,0.5057
59,78,0.5397
60,78,0.5851
61,78,0.6392
62,78,0.6987
63,78,0.7602
64,78,0.8200
65,78,0.8747
66,78,0.9207
67,78,0.9549
68,78,0.9748
69,78,0.9782
70,78,0.9636
71,78,0.9305
72,78,0.8787
73,78,0.8092
74,78,0.7235
75,78,0.6238
76,78,0.5129
77,78,0.3941
78,78,0.2712
79,78,0.1479
80,78,0.0283
81,78,-0.0837
82,78,-0.1846
83,78,-0.2711
84,78,-0.3405
85,78,-0.3908
86,78,-0.4204
87,78,-0.4289
88,78,-0.4164
89,78,-0.3838
90,78,-0.3330
91,78,-0.2663
92,78,-0.1867
93,78,-0.0977
94,78,-0.0031
95,78,0.0931
96,78,0.1868
97,78,0.2741
98,78,0.3514
99,78,0.4154
0,77,0.0078
1,77,0.1089
2,77,0.2063
3,77,0.2964
4,77,0.3756
5,77,0.4410
6,77,0.4902
7,77,0.5215
8,77,0.5340
9,77,0.5273
10,77,0.5021
11,77,0.4598
12,77,0.4025
13,77,0.3330
14,77,0.2546
15,77,0.1710
16,77,0.0861
17,77,0.0040
18,77,-0.0712
19,77,-0.1357
20,77,-0.1861
21,77,-0.2194
22,77,-0.2333
23,77,-0.2261
24,77,-0.1971
25,77,-0.1461
26,77,-0.0741
27,77,0.0175
28,77,0.1263
29,77,0.2493
30,77,0.3831
31,77,0.5237
32,77,0.6669
33,77,0.8085
34,77,0.9443
35,77,1.0704
36,77,1.1830
37,77,1.2792
38,77,1.3563
39,77,1.4127
40,77,1.4473
41,77,1.4599
42,77,1.4510
43,77,1.4221
44,77,1.3751
45,77,1.3128
46,77,1.2383
47,77,1.1551
48,77,1.0671
49,77,0.9779
50,77,0.8915
51,77,0.8112
52,77,0.7403
53,77,0.6814
54,77,0.6364
55,77,0.6068
56,77,0.5931
57,77,0.5952
58,77,0.6123
59,77,0.6427
60,77,0.6843
61,77,0.7343
62,77,0.7896
63,77,0.8466
64,77,0.9019
65,77,0.9520
66,77,0.9933
67,77,1.0229
68,77,1.0382
69,77,1.0371
70,77,1.0181
71,77,0.9807
72,77,0.9248
73,77,0.8513
74,77,0.7618
75,77,0.6585
76,77,0.5442
77,77,0.4223
78,77,0.2964
79,77,0.1705
80,77,0.0484
81,77,-0.0660
82,77,-0.1690
83,77,-0.2574
84,77,-0.3285
85,77,-0.3803
86,77,-0.4113
87,77,-0.4211
88,77,-0.4096
89,77,-0.3781
90,77,-0.3281
91,77,-0.2621
92,77,-0.1831
93,77,-0.0947
94,77,-0.0005
95,77,0.0952
96,77,0.1886
97,77,0.2756
98,77,0.3526
99,77,0.4164
0,76,0.0087
1,76,0.1100
2,76,0.2076
3,76,0.2979
4,76,0.3775
5,76,0.4433
6,76,0.4929
7,76,0.5248
8,76,0.5378
9,76,0.5318
10,76,0.5074
11,76,0.4660
12,76,0.4098
13,76,0.3414
14,76,0.2643
15,76,0.1822
16,76,0.0990
17,76,0.0188
18,76,-0.0544
19,76,-0.1167
20,76,-0.1646
21,76,-0.1952
22,76,-0.2061
23,76,-0.1958
24,76,-0.1634
25,76,-0.1088
26,76,-0.0329
27,76,0.0627
28,76,0.1757
29,76,0.3032
30,76,0.4415
31,76,0.5869
32,76,0.7350
33,76,0.8815
34,76,1.0223
35,76,1.1533
36,76,1.2709
37,76,1.3720
38,76,1.4539
39,76,1.5148
40,76,1.5538
41,76,1.5705
42,76,1.5655
43,76,1.5400
44,76,1.4962
45,76,1.4366
46,76,1.3643
47,76,1.2829
48,76,1.1961
49,76,1.1078
50,76,1.0216
51,76,0.9411
52,76,0.8694
53,76,0.8091
54,76,0.7624
55,76,0.7305
56,76,0.7142
57,76,0.7132
58,76,0.7268
59,76,0.7534
60,76,0.7908
61,76,0.8364
62,76,0.8871
63,76,0.9394
64,76,0.9899
65,76,1.0349
66,76,1.0713
67,76,1.0959
68,76,1.1063
69,76,1.1003
70,76,1.0766
71,76,1.0345
72,76,0.9742
73,76,0.8965
74,76,0.8029
75,76,0.6958
76,76,0.5779
77,76,0.4526
78,76,0.3235
79,76,0.1947
80,76,0.0699
81,76,-0.0469
82,76,-0.1522
83,76,-0.2427
84,76,-0.3156
85,76,-0.3691
86,76,-0.4016
87,76,-0.4126
88,76,-0.4024
89,76,-0.3718
90,76,-0.3228
91,76,-0.2576
92,76,-0.1793
93,76,-0.0914
94,76,0.0022
95,76,0.0975
96,76,0.1904
97,76,0.2771
98,76,0.3539
99,76,0.4175
0,75,0.0097
1,75,0.1111
2,75,0.2090
3,75,0.2996
4,75,0.3795
5,75,0.4457
6,75,0.4958
7,75,0.5282
8,75,0.5419
9,75,0.5366
10,75,0.5130
11,75,0.4726
12,75,0.4175
13,75,0.3504
14,75,0.2747
15,75,0.1942
16,75,0.1127
17,75,0.0345
18,75,-0.0365
19,75,-0.0963
20,75,-0.1416
21,75,-0.1693
22,75,-0.1772
23,75,-0.1635
24,75,-0.1275
25,75,-0.0690
26,75,0.0110
27,75,0.1109
28,75,0.2285
29,75,0.3607
30,75,0.5040
31,75,0.6543
32,75,0.8076
33,75,0.9594
34,75,1.1056
35,75,1.2419
36,75,1.3648
37,75,1.4710
38,75,1.5580
39,75,1.6239
40,75,1.6675
41,75,1.6886
42,75,1.6877
43,75,1.6660
44,75,1.6255
45,75,1.5687
46,75,1.4989
47,75,1.4194
48,75,1.3339
49,75,1.2464
50,75,1.1605
51,75,1.0797
52,75,1.0072
53,75,0.9456
54,75,0.8969
55,75,0.8627
56,75,0.8434
57,75,0.8391
58,75,0.8490
59,75,0.8715
60,75,0.9046
61,75,0.9455
62,75,0.9912
63,75,1.0385
64,75,1.0837
65,75,1.1235
66,75,1.1545
67,75,1.1739
68,75,1.1789
69,75,1.1677
70,75,1.1390
71,75,1.0920
72,75,1.0270
73,75,0.9447
74,75,0.8468
75,75,0.7356
76,75,0.6138
77,75,0.4849
78,75,0.3525
79,75,0.2205
80,75,0.0928
81,75,-0.0266
82,75,-0.1343
83,75,-0.2269
84,75,-0.3019
85,75,-0.3571
86,75,-0.3912
87,75,-0.4036
88,75,-0.3946
89,75,-0.3652
90,75,-0.3171
91,75,-0.2528
92,75,-0.1752
93,75,-0.0880
94,75,0.0051
95,75,0.0999
96,75,0.1925
97,75,0.2788
98,75,0.3553
99,75,0.4186
0,74,0.0106
1,74,0.1123
2,74,0.2105
3,74,0.3014
4,74,0.3816
5,74,0.4483
6,74,0.4989
7,74,0.5319
8,74,0.5462
9,74,0.5417
10,74,0.5191
11,74,0.4797
12,74,0.4257
13,74,0.3600
14,74,0.2858
15,74,0.2069
16,74,0.1273
17,74,0.0512
18,74,-0.0174
19,74,-0.0747
20,74,-0.1172
21,74,-0.1419
22,74,-0.1464
23,74,-0.1292
24,74,-0.0893
25,74,-0.0268
26,74,0.0576
27,74,0.1621
28,74,0.2845
29,74,0.4218
30,74,0.5702
31,74,0.7260
32,74,0.8848
33,74,1.0422
34,74,1.1940
35,74,1.3360
36,74,1.4645
37,74,1.5762
38,74,1.6686
39,74,1.7397
40,74,1.7883
41,74,1.8141
42,74,1.8175
43,74,1.7997
44,74,1.7627
45,74,1.7090
46,74,1.6417
47,74,1.5642
48,74,1.4803
49,74,1.3936
50,74,1.3080
51,74,1.2269
52,74,1.1535
53,74,1.0904
54,74,1.0398
55,74,1.0030
56,74,0.9807
57,74,0.9729
58,74,0.9788
59,74,0.9970
60,74,1.0253
61,74,1.0613
62,74,1.1018
63,74,1.1437
64,74,1.1834
65,74,1.2175
66,74,1.2429
67,74,1.2566
68,74,1.2561
69,74,1.2394
70,74,1.2053
71,74,1.1531
72,74,1.0830
73,74,0.9959
74,74,0.8934
75,74,0.7778
76,74,0.6520
77,74,0.5192
78,74,0.3833
79,74,0.2479
80,74,0.1172
81,74,-0.0050
82,74,-0.1152
83,74,-0.2102
84,74,-0.2873
85,74,-0.3444
86,74,-0.3802
87,74,-0.3941
88,74,-0.3864
89,74,-0.3582
90,74,-0.3111
91,74,-0.2476
92,74,-0.1709
93,74,-0.0843
94,74,0.0081
95,74,0.1025
96,74,0.1946
97,74,0.2806
98,74,0.3567
99,74,0.4198
0,73,0.0117
1,73,0.1136
2,73,0.2120
3,73,0.3033
4,73,0.3839
5,73,0.4510
6,73,0.5022
7,73,0.5357
8,73,0.5508
9,73,0.5471
10,73,0.5254
11,73,0.4871
12,73,0.4344
13,73,0.3701
14,73,0.2974
15,73,0.2203
16,73,0.1428
17,73,0.0688
18,73,0.0026
19,73,-0.0520
20,73,-0.0915
21,73,-0.1129
22,73,-0.1140
23,73,-0.0929
24,73,-0.0490
25,73,0.0178
26,73,0.1068
27,73,0.2162
28,73,0.3437
29,73,0.4862
30,73,0.6402
31,73,0.8016
32,73,0.9662
33,73,1.1296
34,73,1.2873
35,73,1.4353
36,73,1.5697
37,73,1.6873
38,73,1.7854
39,73,1.8619
40,73,1.9158
41,73,1.9465
42,73,1.9545
43,73,1.9409
44,73,1.9076
45,73,1.8572
46,73,1.7925
47,73,1.7172
48,73,1.6348
49,73,1.5490
50,73,1.4637
51,73,1.3823
52,73,1.3080
53,73,1.2434
54,73,1.1906
55,73,1.1511
56,73,1.1256
57,73,1.1140
58,73,1.1158
59,73,1.1294
60,73,1.1528
61,73,1.1835
62,73,1.2186
63,73,1.2547
64,73,1.2886
65,73,1.3168
66,73,1.3363
67,73,1.3440
68,73,1.3375
69,73,1.3150
70,73,1.2752
71,73,1.2175
72,73,1.1421
73,73,1.0500
74,73,0.9426
75,73,0.8224
76,73,0.6923
77,73,0.5555
78,73,0.4157
79,73,0.2769
80,73,0.1430
81,73,0.0178
82,73,-0.0952
83,73,-0.1926
84,73,-0.2718
85,73,-0.3309
86,73,-0.3685
87,73,-0.3840
88,73,-0.3778
89,73,-0.3507
90,73,-0.3047
91,73,-0.2422
92,73,-0.1663
93,73,-0.0805
94,73,0.0114
95,73,0.1052
96,73,0.1969
97,73,0.2825
98,73,0.3583
99,73,0.4211
0,72,0.0128
1,72,0.1149
2,72,0.2136
3,72,0.3052
4,72,0.3863
5,72,0.4538
6,72,0.5056
7,72,0.5398
8,72,0.5556
9,72,0.5528
10,72,0.5321
11,72,0.4949
12,72,0.4435
13,72,0.3806
14,72,0.3097
15,72,0.2344
16,72,0.1590
17,72,0.0873
18,72,0.0237
19,72,-0.0280
20,72,-0.0645
21,72,-0.0825
22,72,-0.0799
23,72,-0.0549
24,72,-0.0067
25,72,0.0647
26,72,0.1584
27,72,0.2729
28,72,0.4058
29,72,0.5539
30,72,0.7137
31,72,0.8811
32,72,1.0517
33,72,1.2213
34,72,1.3852
35,72,1.5395
36,72,1.6801
37,72,1.8039
38,72,1.9079
39,72,1.9903
40,72,2.0496
41,72,2.0855
42,72,2.0983
43,72,2.0891
44,72,2.0597
45,72,2.0126
46,72,1.9508
47,72,1.8777
48,72,1.7969
49,72,1.7122
50,72,1.6272
51,72,1.5455
52,72,1.4702
53,72,1.4039
54,72,1.3489
55,72,1.3066
56,72,1.2777
57,72,1.2623
58,72,1.2596
59,72,1.2684
60,72,1.2867
61,72,1.3119
62,72,1.3412
63,72,1.3713
64,72,1.3991
65,72,1.4211
66,72,1.4342
67,72,1.4357
68,72,1.4230
69,72,1.3944
70,72,1.3487
71,72,1.2852
72,72,1.2042
73,72,1.1067
74,72,0.9943
75,72,0.8693
76,72,0.7346
77,72,0.5935
78,72,0.4498
79,72,0.3073
80,72,0.1700
81,72,0.0417
82,72,-0.0741
83,72,-0.1741
84,72,-0.2556
85,72,-0.3168
86,72,-0.3563
87,72,-0.3735
88,72,-0.3687
89,72,-0.3429
90,72,-0.2981
91,72,-0.2366
92,72,-0.1615
93,72,-0.0764
94,72,0.0148
95,72,0.1080
96,72,0.1992
97,72,0.2844
98,72,0.3599
99,72,0.4224
0,71,0.0139
1,71,0.1163
2,71,0.2153
3,71,0.3073
4,71,0.3887
5,71,0.4568
6,71,0.5091
7,71,0.5440
8,71,0.5606
9,71,0.5587
10,71,0.5390
11,71,0.5031
12,71,0.4530
13,71,0.3917
14,71,0.3225
15,71,0.2492
16,71,0.1759
17,71,0.1067
18,71,0.0457
19,71,-0.0031
20,71,-0.0363
21,71,-0.0508
22,71,-0.0443
23,71,-0.0152
24,71,0.0374
25,71,0.1135
26,71,0.2123
27,71,0.3321
28,71,0.4706
29,71,0.6245
30,71,0.7903
31,71,0.9639
32,71,1.1410
33,71,1.3170
34,71,1.4875
35,71,1.6482
36,71,1.7954
37,71,1.9255
38,71,2.0358
39,71,2.1242
40,71,2.1893
41,71,2.2306
42,71,2.2484
43,71,2.2438
44,71,2.2184
45,71,2.1749
46,71,2.1160
47,71,2.0452
48,71,1.9661
49,71,1.8824
50,71,1.7978
51,71,1.7157
52,71,1.6394
53,71,1.5715
54,71,1.5141
55,71,1.4688
56,71,1.4364
57,71,1.4169
58,71,1.4097
59,71,1.4135
60,71,1.4263
61,71,1.4458
62,71,1.4690
63,71,1.4930
64,71,1.5143
65,71,1.5298
66,71,1.5364
67,71,1.5314
68,71,1.5123
69,71,1.4773
70,71,1.4253
71,71,1.3558
72,71,1.2690
73,71,1.1659
74,71,1.0482
75,71,0.9181
76,71,0.7787
77,71,0.6332
78,71,0.4853
79,71,0.3390
80,71,0.1982
81,71,0.0666
82,71,-0.0521
83,71,-0.1547
84,71,-0.2387
85,71,-0.3021
86,71,-0.3435
87,71,-0.3624
88,71,-0.3592
89,71,-0.3348
90,71,-0.2911
91,71,-0.2307
92,71,-0.1565
93,71,-0.0722
94,71,0.0183
95,71,0.1110
96,71,0.2017
97,71,0.2865
98,71,0.3616
99,71,0.4238
0,70,0.0151
1,70,0.1178
2,70,0.2171
3,70,0.3094
4,70,0.3913
5,70,0.4599
6,70,0.5128
7,70,0.5484
8,70,0.5658
9,70,0.5648
10,70,0.5462
11,70,0.5115
12,70,0.4628
13,70,0.4031
14,70,0.3357
15,70,0.2644
16,70,0.1934
17,70,0.1267
18,70,0.0685
19,70,0.0228
20,70,-0.0070
21,70,-0.0179
22,70,-0.0075
23,70,0.0260
24,70,0.0832
25,70,0.1642
26,70,0.2682
27,70,0.3935
28,70,0.5377
29,70,0.6977
30,70,0.8698
31,70,1.0498
32,70,1.2335
33,70,1.4162
34,70,1.5935
35,70,1.7610
36,70,1.9149
37,70,2.0517
38,70,2.1684
39,70,2.2630
40,70,2.3341
41,70,2.3810
42,70,2.4040
43,70,2.4041
44,70,2.3830
45,70,2.3431
46,70,2.2873
47,70,2.2190
48,70,2.1416
49,70,2.0589
50,70,1.9746
51,70,1.8922
52,70,1.8148
53,70,1.7452
54,70,1.6854
55,70,1.6371
56,70,1.6010
57,70,1.5773
58,70,1.5653
59,70,1.5639
60,70,1.5711
61,70,1.5846
62,70,1.6016
63,70,1.6191
64,70,1.6338
65,70,1.6426
66,70,1.6424
67,70,1.6306
68,70,1.6048
69,70,1.5632
70,70,1.5048
71,70,1.4290
72,70,1.3362
73,70,1.2273
74,70,1.1041
75,70,0.9688
76,70,0.8245
77,70,0.6744
78,70,0.5222
79,70,0.3719
80,70,0.2274
81,70,0.0925
82,70,-0.0293
83,70,-0.1347
84,70,-0.2212
85,70,-0.2868
86,70,-0.3302
87,70,-0.3510
88,70,-0.3493
89,70,-0.3263
90,70,-0.2839
91,70,-0.2245
92,70,-0.1513
93,70,-0.0678
94,70,0.0220
95,70,0.1141
96,70,0.2043
97,70,0.2886
